,id,text,category
196,tam197,மிரட்டோ மிரட்டுனு மிரட்டிட்டிங்க எனக்கு தெரிஞ்சி உதய் அண்ணாவுக்கு இந்த படம் மிகப்பெரிய வெற்றியை தரும்,NOT
197,tam198,அற்புதம் மிக மிக அற்புதமான மனிதர் அஜீத் தல தல தான்,NOT
198,tam199,1996 அரசியல்  திமுக  புதிதாக உருவான தமிழ் மாநில காங்கிரஸ் கட்சிக்கு ரஜினி தேவைப்பட்டார்  ஜெயலலிதா ஆட்சியினை அப்புறப்படுத்த எதிர்கட்சிகளுக்கு ரஜினி தேவைப்பட்டார்  ரஜினி பெயரை சொல்லி வாக்கு கேட்டு வென்றனர்🤘  கோமாளி பட இயக்குனருக்கு வரலாறு தெரியுமா,OFF
199,tam200,அன்றைக்கு எங்கள் குல சாமி சொன்னது திரௌபதி திரைப்படம் இவண்.மாவீரன் தம்பி சரத்...🦁🦁🦁,NOT
200,tam201,"மாவீரன் காடுவெட்டியார் ஆசியோடு திரௌபதி மிரட்டுவாள்…!!!   இந்த திரைபடம் மூலமா எந்த பிரச்சனை வந்தாலும், அதை உடன் இருந்து, எதிர்கொள்ள தயார்…!!! இவன்- மாவீரன் காடுவெட்டியார் வளர்ப்பு",OFF
201,tam202,NGK வெற்றி பெற சிங்கம் சூர்யா fans சார்பாக வாழ்த்துக்கள்,NOT
202,tam203,"ஒரு சாதியனாக அல்ல ஒரு தகப்பனாக நாம் பார்த்து, ஆதரிக்க வேண்டிய படம். சமூக அவலத்தை துணிச்சலுடன் காட்டிய இயக்குனருக்கு நன்றி.",NOT
203,tam204,திருமாவளவன் உனக்கு தரமான செருப்பு அடி இருக்கு டா,OFF
204,tam205,ஜே.குருவின் தம்பிகள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்  வீர வன்னியன்டா,NOT
205,tam206,அகரம் பவுண்டேஷன் மூலம் நிறைய பேர் கல்விக்கு உதவும் சூர்யா அண்ணாவின் NGK படம் வெற்றி பெற வாழ்த்துகிறேன்  Super Trailer மே 31 காத்திருப்போம்,NOT
206,tam207,இப்படம் எப்போது வந்தாலும் எங்க ஊரை சேர்ந்த 25-30 பேர் கண்டிப்பாக திரையரங்கு சென்று பாபோம்  இது போன்று படங்களை வணிக ரீதியாக வெற்றி செய்ய வேண்டும் ...திரையரங்குகள் சென்று படம்  பார்க் பொருவங்க Like Panunga,NOT
207,tam208,"அய்யா சத்திரிய குஞ்சுகலா உங்ககிட்ட  உள்ள சொத்தே,ஒரு மட்ட கம்பு,கொத்தனார் கரண்டி,இதை நாங்க வேற அபகரிக்க போரமா...    காமெடி பன்னாதிங்கடா",OFF
208,tam209,மிகவும் அருமையான படம் தயவுசெய்து அனைவரும் தியேட்டரில் சென்று பார்த்து ஆதரவு தருமாறு கேட்டுக்கொள்கிறேன் இதுபோன்ற படங்கள் தோல்வி அடைந்தால் சமுதாயத்தில் நடக்கும் அநியாயங்களை எடுத்துரைக்க எவரும் முன்வர மாட்டார்கள்,NOT
209,tam210,ஊருக்க கெத்து எங்க தலடா ...எதிர்தா விழும் உன் தலடா....  waiting for vivegam ... தலboys STYLISH TAMIZHA,NOT
210,tam211,இத்திரைப்படம் வெற்றியடைய ஜாதிகளே தேவையில்லை என்று நினைக்கும் இளைஞனின் வாழ்த்துக்கள்,NOT
211,tam212,யாருப்பா அந்த டைரக்டர்...? இவ்வளவு தைரியமும் தில்லும் பாரட்டகூடியது  ட்ரைலர் வேற லேவல்மா..! நாடககாதல் செய்யும் அனைத்து சமுதாயவத்தரையும் இந்த திரைக்காவியம் செருப்பால் அடிக்கும்.  திரையில் நிச்சயம் வரவேண்டும்.,NOT
212,tam213,இதுல எல்லாமே இருக்கு ஆனா மணிரத்னம்தான் இல்ல.,OFF
213,tam214,தீரன் சின்ன மலை கவுண்டர் பேரவை சார்பாக வெற்றி படமாக அமைய வாழ்த்துக்கள்...,NOT
214,tam215,கடைசியா... நான் அரசியலுக்கு வருவது உருதி.. இது 96 யார ஏமாத்துரீங்க,NOT
215,tam216,அப்படியே குடிசையை கொழுத்தி யதையும்  படத்தில் போடுங்கள்....,NOT
216,tam217,ஜாதி வெறி புடித்த நாய்களுக்கு...தக்க பதிலடியாக அமையட்டும்...,NOT
217,tam218,எத்தனை த்ரொவ்பதி வந்தாலும் நாங்கள் புரட்சி செய்து கொண்டு தான் இருப்போம்...ஜெய் பீம்,NOT
218,tam219,"ஒரு ஆளு உன்ன எதிர்த்தா, நீ வளர, அதுவே  பல கூட்டமே உன்னை எதுத்து கதருதுனா,  நீ வளந்துட்டனு அர்த்தம்.   இப்படம் நாடக காதலுக்கும், உன்மை காதலை, ஆனவ கொலை செய்வோர்க்கு, சாட்டை அடியாக இருக்கும் என எதிர் பார்க்கப்படுகிறது. வெற்றி பெற வாழ்த்துக்கள்....",NOT
219,tam220,பெண் பிள்ளைகளைப் பெற்ற தந்தைமார்கள் அனைவரும் இந்த படத்தை கண்டு களிக்கவும்,NOT
220,tam221,ஏன் கம்யூனிசத்து க்கு இவ்வளவு முட்டு ? போராட்டம் புரட்சி ன்னா உங்க கண்ணுக்கு கம்யூனிசம் தான் தெரியுமா,NOT
221,tam222,நான்கூட தமிழ் நாட்டுல ஜாதி வேறுபாடுலாம் பெருசா ஒன்னும் இல்லனு தப்பா நெனசிட்டென். ஆனால் இங்க ஒவ்வொருத்தனும் போடுற கமெண்ட்லாம் பாக்கும்போது ஊர்ல உள்ள மொத்த சாதி வெறி புடிச்ச நாய்களும் இங்கதான் இருக்குனு புரியுது.,OFF
222,tam223,சரியான படம் இப்படி எல்லாரும் பன்னா நல்ல இருக்கும் ஜாதி ஒன்னு இல்லாம போகும்,NOT
223,tam224,தற்போதைய சமுதாய பிரச்சனையை பேசும் படமாக உள்ளது.  அர்ச்சக வெள்ளாளர் இன சார்பாக வாழ்த்துக்கள்.,NOT
224,tam225,எந்த ட்ரைலர் சிறந்தது  பிசாசு விருப்பம்  சைக்கோ பதிவிடுங்கள்,OFF
225,tam226,செம்ம மாஸ் அண்ணா,NOT
226,tam227,பாதிக்கப்பட்டவர்கள் யாராக இருந்தாலும் வலி ஒன்று தான்.எந்த சமூகத்தை சார்ந்தவராக இருந்தாலும்.அசுரன் உன்மையான சம்பவத்தை அடிப்படையாகக் கொண்டு எடுக்கப்பட்ட திரைப்படம் என்றால் திரெளபதியும் அதே உண்மையான சம்பவத்தை மையமாக கொண்டு எடுக்கப்பட்ட திரைப்படம்தான். இரண்டிலும் பாதிக்கப்பட்டவர்களின் வலியை திரையில் காண்பிக்கப்படுகிறது.எந்த சமூகத்தை எடுத்தாலும் அதில் நல்லவர்களும் இருப்பார்கள் அதையும் திரையில் காட்டினால் மகிழ்ச்சியே.சாதி என்றும் ஒழிய போவதில்லை சாதி பற்றிய படங்களும் சாதியவே தேர்தலுக்கு முன்னுரிமையைக் காட்டும்(தனித் தொகுதிகள்) அரசியலும் இந்த சமூகத்தில் இருக்கும் வரையில்.சாதிய பற்றின படங்களை  ஆதரிப்பதை போல் உங்கள் ஊர்களில் உள்ள உங்கள் சமூகத்தை சார்ந்தவரே முன்னேற முடியாமலும் படிக்க முடியாமலும் இருக்கிறார்கள் அவர்கள் முன்னேற்றத்திற்கு உதவுங்கள்.,NOT
227,tam228,"திண்டிவனத்துல காலேஜ் படிக்குற  தலித் பொண்ண நாடக காதல் பண்ணி அந்த பொண்ண நிர்வாணமா  வீடியோ எடுத்து மிரட்டி அவங்க குடும்பத்தையே தூக்குல தொங்க வச்ச நாடக காதல் கும்பல்  வன்னியர் சமுதாயத்தை சேர்ந்தவன், அவன் நண்பர்களும் இதற்கு உடந்தை குறிப்பு அந்த நாய்ங்களும் வன்னியர் சமூகம் தான் ... வீர நாடக காதல் குரூப்  வன்னிய ஜாதி நாய்ங்க ஒரு உதாரணம்......",OFF
228,tam229,selvaragan sir ஆயிரத்தில் ஒருவன் part 2 எப்ப sir வரும்,NOT
229,tam230,கலாசார பாதுகாப்பு கும்பல் வருது சொம்பை எடுத்து உள்ள வைங்க டா ..இப்படிக்கு ..#Non Sc St #im,NOT
230,tam231,தேவேந்திர குல வேளாளர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT
231,tam232,உன் கூட இருக்கிறது சந்தோஷம் எங்கிறதை விட நீ தான் என் சந்தோஷமா இருக்க..,NOT
232,tam233,"அறிவு கெட்ட நாயே ஜெயலலிதா ஒரு இரும்பு பெண்மணியட இறந்தவரை இப்படி கேலியாக படம் போடுவதை விட, உன்,தங்கை, உன் மனைவி,அல்லது, உன் அம்மா  இவர்கள் யாரேனும் ஒருவரது  மார்பிங் போட்டோவை போட்டால் நல்லா இருக்குமா?  யோசித்துப் பாரட. சொரி நாயே,",OFF
233,tam234,ஒருவருக்கும் அஞ்சாத மறவர் கூட்டமடா   தேவர் துணை,NOT
234,tam235,முத்தரையர் மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துகிறேன்...ஒவ்வெரு வசனமும் அருமையான கருத்து,NOT
235,tam236,என்ன எல்லா டயலாக்கும் கேக்குது..... யாருமே ஹஸ்க்கியா பேசல.....,NOT
236,tam237,தர்மபுரி மாவட்டம் வன்னிய கவுண்டர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
237,tam238,எத்தனையோ part 2 படம் பார்த்துட்டேன் எல்லாம் பிளாப் இதுவும் அப்படி ஆகாம இருந்தா செரி,OFF
238,tam239,படம் வெற்றிகரமாக மக்களின் கைக்கு எடுத்து செல்லும்,NOT
239,tam240,இந்த படத்தை வன்னியர்கள் அனைவரும் பார்க்க வேண்டும்,NOT
240,tam241,மண்ணும் பொண்ணும் முக்கியம்னா மண்ண விக்கிற மாதிரி பொண்ணையும் வித்துருவோம்னு சொல்றீங்களா என்ன ரியல் எஸ்டேட் பிசினஸாடா பன்றீங்க நாமே எல்லோரும்  இந்துதான் நம்புங்க,NOT
241,tam242,புதுசா ஒரு ஜானர் உருவாக்கி இருக்காங்க போல ஸ்போர்ட்ஸ் ஹாரர்,NOT
242,tam243,"நீங்கள் வணங்கும் கடவுள் சிவன் ,எங்கள் தமிழ் குடி பறையர்குடி என்பது எங்களுக்கு பெருமை",NOT
243,tam244,எங்களுக்கு மண்ணும் பொன்னும் ரெண்டுமே முக்கியம் அதுல கைவச்ச எவனா இருந்தாலும் வெட்டுவோம். படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
244,tam245,அரியலூர் மாவட்டம் வீரவன்னியர் மாவீரன் ஜெ. குரு வழியில் இருக்கும் வன்னியர்கள் சார்பில் வாழ்த்துகளை தெரிவிக்கிறோம்,NOT
245,tam246,நான் அரசியலுக்கு வருவது உறுதி. யார yematha பாக்குற இது 1996. செம டயலாக் மா,NOT
246,tam247,"11 k சிறுத்தை குட்டிகள் மற்றும் ரஞ்சித்&கோ  இருக்கானுக ,",NOT
247,tam248,இது போன்ற படங்களை குடும்பத்துடன் திரையரங்கில் பார்த்து படக்குழுவுக்கு ஆதரவு தெரிவிப்போம்,NOT
248,tam249,இந்த வரிகள் இங்குள்ள சிலருக்கு பயனாய் அமையலாம்.,NOT
249,tam250,thalaivaa என் உயிர் சுவாசமே என் உயிர் குலசாமி iam very very waiting for theri movie அன்று அறிமுகம் இன்று தெறி முகம் அகில உலக சூப்பர் ஸ்டார் மக்களின் இதய தெய்வம் டாக்டர் இளய தளபதி விஜய் டிரைலருக்கு 100 mark theri theri தளபதி உயிர் ரத்தம் டா எவனுக்கும் பணியவும் மாட்டேன் எவனுக்கும் துணியவும் மாட்டேன் தளபதி தம்பி டா மதுரை மாவட்டம்,NOT
250,tam251,இந்த ட்ரைலர் காக wait பண்ணவங்க like  poittu போங்க  ஜெயம் ரவி,NOT
251,tam252,"தி௫மாவளவன் மற்றும் ரஞ்சித் நாடகக்காதல் பயிற்சி பட்டறை வழிகாட்டுதலின்படி,   வன்னியர் பெண்களை காதலித்து  கவுண்டர் பெண்களை தி௫மணம் செய்து  முதலியார் பெண்களை கட்டியனணத்து  ஜாதியை ஒழிக்க போவதாக உறுதி மொழி ஏற்று நகர்ந்தார், அந்த நீல சட்டை அணிந்த சரக்கு மிடுக்கு தோழர்.",NOT
252,tam253,பார்த்த முதலிலே மனதுக்கு நெருக்கமாகும் ஒரு அழகான trailer.,NOT
253,tam254,ரஜினியை வெச்சு செஞ்சிட்டாங்க செம சூப்பர் வாழ்த்துக்கள்,OFF
254,tam255,கடலூர் மாவட்டம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்..........,NOT
255,tam256,அருமையாக இருக்கு மிக்க நன்றி மோகன் அண்ணா,NOT
256,tam257,திரௌபதி Trailer சேம வன்னியர் குல சத்ரியன்காக வந்த படம்,NOT
257,tam258,"படம் சூப்பர்.  ஆனா உண்மை DNA  வரலாறு,  தமிழ் சாதி எல்லாம் கலப்பில் உருவானது. இதில் அதிகம் கலப்பு என்ன சாதி?  154 சாதி ஆராச்சி முடிவு  குறைவான கலப்பு பறையர்.  அதிகம் கலப்பு நீங்க படிங்க.",NOT
258,tam259,பறையர்  சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
259,tam260,இந்த காலகட்டத்தில் இப்படி ஒரு படம்  எடுக்க வேண்டியது அவசியம் தான் அருமை மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,NOT
260,tam261,பெண்ணை அடிமையாக்க நினைக்கும் இந்த படம் தோல்விதான் அடையும்,OFF
261,tam262,தென் மாவட்ட நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்   கண்டிப்பாக இந்த படத்தை நண்பர்களுடன் தியேட்டரில் சென்று பார்ப்போம்,NOT
262,tam263,மாவீரன் காடுவெட்டியாரின் வரிகள்  இடம்பெற்றுள்ளது மண் பொண்ணு மேல கைய வெச்சா வெட்டுவோம்,OFF
263,tam264,இந்த திரைப்படத்தை எதிர்த்து எவனாவ-து வழக்குத்தொடர்ந்தால்....எங்களுக்குத்தெரிவியுங்கள்.- இப்படிக்கு சாணார்கள்.,NOT
264,tam265,நான் எனது குடும்பத்துடன் திரை அரங்கில் சென்று பார்ப்பேன்...,NOT
265,tam266,#தா_தா_3 படத்துல நடிகர் சாருஹாசன்  பெண்ணை தொட்டா எரிப்பேன் என்று சொல்லும் போது haha   #பாகுபலி பெண்னை தொட்டா வெட்டவேண்டியது தலையை  என்று சொன்ன  haha super  இப்படி பல   ஆனால்  #திரௌபதி பெண்ணும் மண்ணும் எங்களுக்கு முக்கியம் என்று  கற்பழிப்பு வாதிகளை  கையை வெட்டுவேன் சொன்ன தப்பா?   அருமை பட குழுவினருக்கு நன்றி வாழ்த்துக்கள்,NOT
266,tam267,அடப்பாவிங்களா இந்த  ட்ரைலெர்யுமா டா dislike பண்ணுவீங்க...,OFF
267,tam268,இன்னும் எவனும் இந்தே படத்தே ஆதிக்கே சாதி படம்னு சொல்லாம இருக்கான் எவனது சொல்லட்டும் ஒக்களே ஒலிகளே செருப்ப கழட்டி அடிக்கணும்,OFF
268,tam269,எங்கள் அண்ணன் சீமானின் கருத்தில் உருவான மற்றொரு சிறு துளி,NOT
269,tam270,I am very happy. கோவை கொங்கு வேளாளகவுண்டர்கள் சார்பாக வாழ்த்துக்கள்,NOT
270,tam271,இறுதிச்சுற்று ரித்திகா சிங் Hit like here...,NOT
271,tam272,மண்ணுன்னா அந்த பஞ்சமி நிலமும் மண்ணுதானே அது திருப்பி கொடுத்துடலாமே ஆண்டைகளே அதுக்கெல்லாம் மானம் இருக்கனும்,NOT
272,tam273,திரோபதி பெண்களுக்கான விழிப்புணர்வு படமாக இருக்கும் மோகன்ஜி அவர்களுக்கு வாழ்த்துக்கள்,NOT
273,tam274,"தலித்துக்கள் மீது எவ்வளவு பொறாமை, கோபம்,வன்மம் சாதி வெறி எல்லாம் கொஞ்சம் கூட குறையலனு கீழ உள்ள கமெண்ட்ஸ் படிக்கும்போது தெரியுது.",OFF
274,tam275,உடையார் குலம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
275,tam276,அவ்வளவு அதப்பு இருந்தா?????? சாதி பெயரை சொல்லி கிடைக்கும் எந்த சலுகையும் வேண்டாம்னு சொல்லுங்கடா பாப்போம்!!,OFF
276,tam277,தேசிய செட்டியார்கள் பேரவை சார்பாக வாழ்த்துகள்  படம் கண்டிப்பாக வெற்றி தான்,NOT
277,tam278,உங்க சமூகம் சார்ந்த பல படம் வந்த போது ஒருவரும் எதுவும் பேசவில்லை. இப்போ தவறான எண்ணங்களை சுட்டி காட்டினால் மட்டும் ஏன் இந்த எதிர்ப்பு...#changecastebased discrimination,NOT
278,tam279,இன்னைக்கு பொள்ளாச்சியில் இவ்வளவு பெண்களையும் கெடுத்தது இந்த உசந்த சாதி பைய தான்,NOT
279,tam280,"மனிதர் அனைவரும் சமம். ஆனாலும், இந்த ச௧்௧ிலையர்௧ள் சாதி மத பேதம் இன்றி ௮னைத்து சமூக பெண்களையும் ௧ாம வலை விரித்து ௧ர்ப்பமா௧்கி நடுத்தெருவில் விட்டு விடுகிறார்கள். நாடார், வன்னியர் சமூகத்தினர் மட்டுமே ௧டைசி வரை  போராடுகிறார்கள். மற்றவர்கள் தங்களுக்கு உள்ளேயே புழுங்கிக் கொண்டு இருக்கிறார்கள்.",OFF
280,tam281,நாஞ்சில் நாட்டு  பிள்ளைமார் சமுதாயம் சார்பில் இத்திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
281,tam282,ஒவ்வொரு பெண்ணும் கட்டாயம் பார்க்க வேண்டிய படம் திரௌபதி.. வெற்றி பெற வாழ்த்துகள் அண்ணா ..,NOT
282,tam283,எதிர்காலத்தில் சிறந்த இயக்குணராக வாழ்த்துக்கள்... மோகன்...சிறப்பு சிறந்த பதிலடி...,NOT
283,tam284,மத்தவங்களை troll பண்ணாம படம் நடிடா  தேவ்டியா ரவி,OFF
284,tam285,தூத்துக்குடி நாயக்கர் சமுதாயம் சார்பில் படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
285,tam286,சேலம் வன்னியர் சங்கம் சார்பில் என்றுமே என் வாழ்த்துக்கள்,NOT
286,tam287,"பள்ளியோ கல்லூரியோ படித்துக்கொண்டிருக்கும்போது அவசர அவசரமாக stalking செய்து, mental torture கொடுத்து, வீட்டில் வசவு வாங்கித்தந்து, ஊரில் பெண்ணின் பெயரைக் கெடுத்து வா, நாம் உடனே கல்யாணம் பண்ணாதான் இந்தியா வல்லரசாகும் என்று அடுத்தவேளை உணவைப் பற்றி கவலைப்படாமல் இழுத்துக்கொண்டு ஓடப்படும் எல்லா காதல்களுமே நாடகக்காதல்தான்...   #Shared",NOT
287,tam288,சூப்பர் ஆஜித் சார்.. super hit confirm,NOT
288,tam289,ராஜ்னி சூப்பர் ஸ்டார் Akshay is the best actor,NOT
289,tam290,படம் சிறப்பாக இருக்கும் போல பெண்கள் பெற்ற பெறிய குடும்பத்தை கெடுக்க நினைப்பவனுக்கு இந்த படம் உதாரணமாக இருக்கும்,NOT
290,tam291,அப்படியே துலுக்கன் மதவெறி பத்தியும் ஒரு படம் எடுங்கய்யா,NOT
291,tam292,சர்ச்சைகள் குறித்த கவலையே வேண்டாம்.. கவர்மெண்ட்டே கவுண்டன் கைலதான் இருக்கு...,NOT
292,tam293,1:58 ரஜினி : நான் அரசியலுக்கு வருவது உறுதி  சத்து gap ல ரஜினியை களாசிங்க பாத்தீங்களா.. அதான் சம்ம..,NOT
293,tam294,ரெட்டியார் சமுதாயம் சார்பாக படம் மாபெரும் வெற்றிபெற வாழ்த்துக்கள்.   இப்படிபட்ட படத்திற்காகத்தான் காத்துக்கொண்டிருந்தோம். திருமாவளனால் அதிகம் பாதிக்கப்பட்டது ரெட்டியார் சமூகம்தான்.,NOT
294,tam295,உண்ணை வெல்ல எவனாலையும் முடியாது தல ஐ லவ் யூ தல,NOT
295,tam296,Ellam mudinju pochu nu  Ellarum solla arambikkum pothu Anikku pudusa porakuran   Namma #HERO SK.   சுயமா சிந்திக்க தெரிஞ்சவன்  தான் சூப்பர் ஹீரோ........,NOT
296,tam297,சோழநாட்டு அகமுடையார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...இது போன்ற நாய்களிடமிருந்து நம் வீட்டு பெண்களை நாம் பாதுகாப்போம்... பெற்றோர்களே கவனம் தேவை... தரமான படம் எல்லாரும் குடும்பத்தோட போய் தியேட்டர்ல பாருங்க...,NOT
297,tam298,உண்மைய உலகுக்கு உரக்க சொல்வோம் நன்றி அண்ணா,NOT
298,tam299,ரொம்ப நாளுக்கு அப்புறம் இப்பதான் மணிரத்னம் படம் பாக்கலாம்னு தோணுது....,NOT
299,tam300,20 வயது பெண்ணை காதல் திருமணம்  செய்த தப்பு இல்ல  சார் 17 வயது பள்ளிக்கூட மாணவியை  காதலிக்க சொல்லி 32 வயது உடையவன்  வீடு புகுந்து எரித்தானே அது தான் சார் தப்பு     இந்த பெண்  இறந்த போது அப்ப நீங்க பேசல இந்த படம் பேசுது இப்ப,NOT
300,tam301,திருவண்ணமலை அகமுடையார் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.,NOT
301,tam302,மாவீரன் மறையவில்லை அவரின் வசனங்கள் இந்த ட்ரெய்லரில் பார்க்கும்பொழுது மெய் சிலிர்க்கிறது,NOT
302,tam303,படத்தை எப்படா தியேட்டர் பாப்போம்'னு சொல்றவங்க லைக் பண்ணுங்க,NOT
303,tam304,Nice trailer....வெற்றி பெற வாழ்த்துக்கள் from thalaphathy fans,NOT
304,tam305,நாம் பார்க்க  வேண்டிய  படம்,NOT
305,tam306,மனித சாதி சார்பாக படம் தோல்வி அடைய வாழ்த்துக்கள்.,NOT
306,tam307,பிரபுதேவா பேன்ஸ் லைக் பண்ணுங்க எத்தனை பேர் இருக்கிறார்கள் பார்க்கலாமா,NOT
307,tam308,என்னுடைய எதிர்பார்ப்பை பூர்த்தி செய்யும் அளவிற்கு படம் இருக்கும் என்று நினைக்கிறேன் நன்றி,NOT
308,tam309,ஒட்டு மொத்த வன்னிய குல சத்திரிய வம்சம் சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்்துகிறேன்,NOT
309,tam310,விழுப்புரம் வன்னியர்கள் சார்பில் திரௌபதி படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
310,tam311,120 பேர் ஒரே ஊருல போய் படம் பார்த்தோம்,NOT
311,tam312,ஜாதி யை தூக்கி பொடிங்கதிங்க இதலாம் ஒரு வாசனமா? துப்பு_____,NOT
312,tam313,கொரியன் படம் பாருங்க இதை விட சிறப்பாக இருக்கும் I saw the devil,OFF
313,tam314,மாவீரன் காடுவெட்டி குரு மற்றும் வீரப்பன் அவர்களின் நல்லாசியோடூ #திரௌபதி திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
314,tam315,திண்டுக்கல் இளைஞரணி சார்பில் #திரௌபதி படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்...,NOT
315,tam316,இதில் அன் லைக் பண்ணுனவனுங்களை பார்க்கும்போது இது தரமான படம்தான்.  கதறுங்கடா கிடந்து,NOT
316,tam317,நாடக காதலை கருவருக்க வருகிறாள் திரௌபதி,NOT
317,tam318,திருவண்ணாமலை மாவட்டம் விஸ்வ பிராமணர் (ஆச்சாரியார்) சார்பாக இப்படம் வெற்றியடைய வாழ்த்துக்கள்.....,NOT
318,tam319,Thalabathy rasikanda...         Hai இன்டைக்கு நிரைய பேர்ட்ட இல்லாத கெட்டபலக்கம் ஏங்கிட்ட இருக்குது...         Vlayadalama..........,NOT
319,tam320,Al Vijay in சரியான பழி வாங்கல்,OFF
320,tam321,"இந்த திரைப்படம் பரியேறும் பெருமலுக்கு கிடைத்ததில் 5% வெற்றியைப் பெற்றால், அது ஒரு ஆச்சரியம். இந்த படம் சமூகத்திற்கு பயனற்றது என்பதை இது காண்பிக்கும்",NOT
321,tam322,வரப்போகும் படம் இன்றய தலைமுறைகளுக்கு சரியான படம் good movi,NOT
322,tam323,"அனைத்து சாதியும் சமமே, இதை வைத்து அரசியல் செய்வதுதான் தவறு,",NOT
323,tam324,வாழ்த்துக்கள்  ...sir I'm cuddalore support,NOT
324,tam325,யாதவர்கள் (கோனார்கள்) சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...,NOT
325,tam326,திருநெல்வேலி விஸ்வகா்மா சமுதாயம் சாா்பாக திரைப்படம் வெற்றி பெற வாழ்த்துகள்,NOT
326,tam327,இங்க டிஸ்லைக் போட்டு இருக்கிற பத்தாயிரம் பேர புடிச்சு அவங்க பின்னணிய விசாரிச்சா போதும் பாதி நாடக காதல் கும்பலை கண்டுபுடுச்சி கைது பண்ணிரலாம் மேலும் இந்த பத்தாயிரம் பேர் மேல ஏற்கனவே குற்ற பின்னணி இருக்கலாம் தமிழக போலீஸ் பிட்டு படம் பாக்குறவங்கள விட இந்த குரூப்பை விசாரிச்சா வருங்காலத்துல நடக்க போற ரேப் கொலை ஏமாத்து கல்யாணம் போன்றவற்றை தடுக்கலாம்.  தமிழக காவல் துறையே விழித்துக்கொள்,NOT
327,tam328,Thalapathy ரசிகர்கள் சார்பாக வாழ்த்துக்கள் sir..,NOT
328,tam329,காதல் என்ற பெயரில் களவாணித்தனம் செய்யும் கயவர்களுக்கும் அதை புரட்சி என்று சொல்லி திரியும் பூச்சாண்டிகளுக்கும் இந்த படம் ஒரு சவுக்கு அடி...,OFF
329,tam330,"More than 3M Views.. சும்மா இருந்த சங்கை ஊதி கெடுத்துட்டானுங்க கருப்பு சட்டையும், நீல சட்டையும்.  மிரட்டல் தொடரும்.... # திரௌபதி..",OFF
330,tam331,இந்த திரௌபதி படம் வெளியாவதன் விளைவு ; இந்த சமூகத்தில் நடக்கும் நாடக காதல் எல்லாம் பிரேக்ப்ல் தான் முடியும்.......அனைத்து மக்களும் தங்களின் குழந்தைகளை அழைத்துச் சென்று காண்பிக்க வேண்டும்.....அப்போதுதான் அவரவர் சமூகத்தின் பெருமை தொடரும்,NOT
331,tam332,இந்த ட்ரைலரை பார்த்த ராட்சசன் படம் போல் இருக்கும்  தோன்றுகிறது,NOT
332,tam333,விழுப்புரம் மாவட்டம் வன்னியர் சங்கம் சார்பாக வாழ்த்துக்கள்  பாட்டாளி சமூக ஊடக பேரவை சார்பில் வாழ்த்துக்கள் மோகன்.G,NOT
333,tam334,"ஒரு பெண்ணுக்கு பிறந்தவர்களும் , தன் கூட பெண் பிள்ளையோட பிறந்தவர்களும் , தன் ரத்தத்தில் உருவான பெண் குழந்தைகளுக்கு ஏதாவது நடக்குமா என்ற கவலையில் வாழும் அனைத்து தந்தை , தாய் , சகோ , சகோதரிகளின் ஒட்டு மொத்த ஆதரவும் - திரெளபதிக்கே _ தொடரட்டும் உங்கள் வெற்றி பயணம் - வாழ்த்துக்கள்",NOT
334,tam335,வீர வன்னியர் சார்பாக இப்படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,NOT
335,tam336,திரௌபதிக்கு 5 புருஷனாம் டா எப்டிதான் இந்த டைட்டிலுக்கு முட்டு கொடுக்குறாங்களோ ஆண்ட பரம்பரைஸ்....,NOT
336,tam337,நீங்க சொன்னமாதிரி  படத்துக்கு வருவோம் சீன  மத்தள தியேட்டர கிழிச்சிடுவோம்,OFF
337,tam338,வந்திட்டான்  புதுசா சாதிய  வச்சு பிச்சை எடுக்க,NOT
338,tam339,இது  மாதிரி படம் நிறைய வர வேண்டும் வாழ்த்துகள்,NOT
339,tam340,படம் வெற்றி பெற மாணவர் சாதியின் சார்பாக வாழ்த்துகள்... திரைப்படம் மூலமாக சாதி வெறியை தூண்டும் கும்பலுக்கு திரள்பதி  படம் சரியான பதில் அடி...,NOT
